iter	MultiClass
547	1.008963434
548	1.00893023
549	1.008887364
550	1.008858056
551	1.008827767
552	1.008786711
553	1.008749288
554	1.008711546
555	1.008686876
556	1.008648281
557	1.008623092
558	1.00859796
559	1.008556896
560	1.008500605
561	1.008476201
562	1.0084417
563	1.008404762
564	1.008385933
565	1.008373992
566	1.008342074
567	1.008312473
568	1.008299832
569	1.00828009
570	1.008256179
571	1.008228294
572	1.008191225
573	1.00816898
574	1.008138343
575	1.008109869
576	1.008070427
577	1.008042461
578	1.008030276
579	1.008012178
580	1.007977046
581	1.007950261
582	1.007904871
583	1.007878757
584	1.007835179
585	1.007814283
586	1.007795199
587	1.007756588
588	1.007718907
589	1.00770481
590	1.007652844
591	1.007613575
592	1.007565072
593	1.00752636
594	1.007505451
595	1.007477811
596	1.007462974
597	1.007428071
598	1.00739942
599	1.007366514
600	1.007351274
601	1.00732164
602	1.007280391
603	1.00726758
604	1.007225557
605	1.007191131
606	1.007158319
607	1.007124914
608	1.007104038
609	1.007091281
610	1.007068166
611	1.007048238
612	1.007014391
613	1.006984942
614	1.006962065
615	1.006935435
616	1.00691321
617	1.00688628
618	1.006845672
619	1.006822461
620	1.006794709
621	1.006782887
622	1.00676302
623	1.006730214
624	1.006711843
625	1.006687498
626	1.006658693
627	1.006629616
628	1.006609965
629	1.006580773
630	1.00653604
631	1.006512977
632	1.006481761
633	1.006434666
634	1.006414916
635	1.006394558
636	1.006376151
637	1.006348841
638	1.006330534
639	1.0063092
640	1.006284268
641	1.006248675
642	1.00621077
643	1.006192895
644	1.00616353
645	1.006126079
646	1.006098902
647	1.006086165
648	1.006071272
649	1.006049957
650	1.006016509
651	1.005978551
652	1.00592853
653	1.005880283
654	1.005853207
655	1.005826887
656	1.005810661
657	1.005764026
658	1.005739998
659	1.005684669
660	1.005656208
661	1.005637398
662	1.005611508
663	1.005589078
664	1.005572433
665	1.005552424
666	1.005533535
667	1.005508391
668	1.005475048
669	1.005442895
670	1.005405593
671	1.005387737
672	1.005360103
673	1.005338798
674	1.005318605
675	1.005287457
676	1.005265855
677	1.005248762
678	1.005222269
679	1.00519759
680	1.005181102
681	1.005166356
682	1.005134452
683	1.005100289
684	1.005052259
685	1.005026138
686	1.004985522
687	1.004952633
688	1.004927321
689	1.004879872
690	1.004844495
691	1.004824925
692	1.004806085
693	1.004788419
694	1.0047611
695	1.004719077
696	1.004697828
697	1.004658485
698	1.004638393
699	1.004612142
700	1.004582097
701	1.00453732
702	1.00451159
703	1.004483344
704	1.004455821
705	1.004432443
706	1.004409199
707	1.004372556
708	1.004357789
709	1.004332452
710	1.004314027
711	1.004291319
712	1.004272262
713	1.004243931
714	1.004228061
715	1.004204378
716	1.004177123
717	1.004154699
718	1.004137565
719	1.004103791
720	1.004082195
721	1.00402514
722	1.003985316
723	1.003959249
724	1.003929757
725	1.003901675
726	1.003888967
727	1.003839063
728	1.003824173
729	1.003809485
730	1.003793366
731	1.003774807
732	1.003748148
733	1.003710975
734	1.003684185
735	1.003660469
736	1.003634968
737	1.003604939
738	1.003584916
739	1.003566354
740	1.003524271
741	1.003496443
742	1.003477242
743	1.003442919
744	1.003419605
745	1.003372372
746	1.003334703
747	1.003314053
748	1.003297622
749	1.003280921
750	1.003246725
751	1.003224834
752	1.003168677
753	1.003140151
754	1.003113405
755	1.003082771
756	1.003056508
757	1.003018814
758	1.002981407
759	1.002959055
760	1.002931187
761	1.002914569
762	1.002901579
763	1.002877804
764	1.002863509
765	1.002832702
766	1.002814908
767	1.002794491
768	1.002764407
769	1.002734662
770	1.002707663
771	1.002680591
772	1.00265821
773	1.002634162
774	1.002599338
775	1.002572683
776	1.002558427
777	1.002525364
778	1.002483803
779	1.002457877
780	1.002433769
781	1.002383287
782	1.002353421
783	1.002333362
784	1.002310202
785	1.00228861
786	1.002268554
787	1.002253555
788	1.0022323
789	1.002208915
790	1.002184081
791	1.002164888
792	1.002137346
793	1.002120632
794	1.002095089
795	1.00207295
796	1.002048977
797	1.002029112
798	1.002002818
799	1.001976391
800	1.001947264
801	1.00191877
802	1.001905001
803	1.001882019
804	1.001854501
805	1.001837765
806	1.001820626
807	1.001801253
808	1.001771823
809	1.001748943
810	1.001731315
811	1.001712208
812	1.001689197
813	1.001673938
814	1.001646111
815	1.001631601
816	1.001606821
817	1.001579696
818	1.001558161
819	1.001523142
820	1.001496299
821	1.001456641
822	1.001423126
823	1.001400484
824	1.001370836
825	1.001349642
826	1.00132074
827	1.001305001
828	1.001293346
829	1.001277578
830	1.001251543
831	1.001226382
832	1.001186065
833	1.001168799
834	1.001133475
835	1.001096529
836	1.001078472
837	1.001067951
838	1.001044157
839	1.001020008
840	1.000987285
841	1.00095847
842	1.000936768
843	1.000906056
844	1.000893887
845	1.000878514
846	1.000863573
847	1.000840197
848	1.000802037
849	1.000784757
850	1.00075789
851	1.00073009
852	1.000695742
853	1.000688398
854	1.000664433
855	1.000636288
856	1.000610103
857	1.000592134
858	1.000581686
859	1.000562278
860	1.000541042
861	1.000512377
862	1.00049077
863	1.000471971
864	1.000446968
865	1.000427886
866	1.000396838
867	1.000364304
868	1.000342406
869	1.000308547
870	1.000286877
871	1.000266042
872	1.000249112
873	1.000232772
874	1.000203411
875	1.000164945
876	1.000128311
877	1.000103058
878	1.00008534
879	1.000056715
880	1.00003457
881	1.000018286
882	0.9999880642
883	0.999948689
884	0.999930884
885	0.9999097616
886	0.9998731581
887	0.9998547531
888	0.9998275384
889	0.9997917893
890	0.9997665993
891	0.9997522172
892	0.999735137
893	0.9997008696
894	0.9996812901
895	0.9996351826
896	0.999616225
897	0.9995860524
898	0.9995553833
899	0.9995248543
900	0.9994932238
901	0.9994767828
902	0.9994562569
903	0.9994348535
904	0.9994151929
905	0.9993859622
906	0.9993598399
907	0.9993275984
908	0.9993123865
909	0.9992886131
910	0.9992695728
911	0.9992437717
912	0.9992178406
913	0.9991960737
914	0.9991723765
915	0.9991583778
916	0.9991340938
917	0.9991126963
918	0.9990893352
919	0.9990767871
920	0.9990516973
921	0.9990317178
922	0.999018506
923	0.9989945349
924	0.9989770228
925	0.998920845
926	0.9989039862
927	0.9988824144
928	0.9988546349
929	0.9988414249
930	0.9988251271
931	0.9988112723
932	0.9987416729
933	0.9987301223
934	0.9987119341
935	0.9986906238
936	0.9986662422
937	0.9986457132
938	0.9986251903
939	0.9986074715
940	0.9985886418
941	0.9985550941
942	0.9985411542
943	0.9985164358
944	0.9984991945
945	0.9984875998
946	0.9984561896
947	0.9984240425
948	0.9984129986
949	0.9983889809
950	0.9983742235
951	0.9983508037
952	0.9983302134
953	0.9983091163
954	0.9983002596
955	0.9982867492
956	0.9982587265
957	0.9982204515
958	0.9982001189
959	0.9981741996
960	0.998156687
961	0.998138038
962	0.9981116282
963	0.9980931129
964	0.9980643008
965	0.9980436882
966	0.9980221854
967	0.9980040928
968	0.997979145
969	0.9979510092
970	0.9979323672
971	0.9979154638
972	0.9978937627
973	0.9978659241
974	0.997815333
975	0.9978042544
976	0.997777143
977	0.9977144775
978	0.9976958206
979	0.9976730952
980	0.9976437395
981	0.9976266915
982	0.9976098798
983	0.9975981667
984	0.997580537
985	0.9975456085
986	0.9975139278
987	0.9974910999
988	0.9974770874
989	0.997455385
990	0.9974269486
991	0.997395895
992	0.9973742265
993	0.9973546915
994	0.9973375213
995	0.9973151422
996	0.997288847
997	0.9972710395
998	0.9972474953
999	0.9972150006
